t, H, V, T, P
1.490e+00, -1.014960e+03,-1.119e+03, 3.856e+01, 0.000e+00
1.500e+00, -1.014960e+03,-1.118e+03, 3.826e+01, 0.000e+00
1.510e+00, -1.014960e+03,-1.117e+03, 3.792e+01, 0.000e+00
1.520e+00, -1.014960e+03,-1.116e+03, 3.755e+01, 0.000e+00
1.530e+00, -1.014960e+03,-1.115e+03, 3.716e+01, 0.000e+00
1.540e+00, -1.014960e+03,-1.114e+03, 3.677e+01, 0.000e+00
1.550e+00, -1.014960e+03,-1.113e+03, 3.640e+01, 0.000e+00
1.560e+00, -1.014960e+03,-1.112e+03, 3.606e+01, 0.000e+00
1.570e+00, -1.014960e+03,-1.111e+03, 3.578e+01, 0.000e+00
1.580e+00, -1.014960e+03,-1.111e+03, 3.556e+01, 0.000e+00
1.590e+00, -1.014960e+03,-1.110e+03, 3.543e+01, 0.000e+00
1.600e+00, -1.014960e+03,-1.110e+03, 3.539e+01, 0.000e+00
1.610e+00, -1.014960e+03,-1.110e+03, 3.545e+01, 0.000e+00
1.620e+00, -1.014960e+03,-1.111e+03, 3.561e+01, 0.000e+00
1.630e+00, -1.014960e+03,-1.112e+03, 3.586e+01, 0.000e+00
1.640e+00, -1.014960e+03,-1.112e+03, 3.620e+01, 0.000e+00
1.650e+00, -1.014960e+03,-1.114e+03, 3.660e+01, 0.000e+00
1.660e+00, -1.014960e+03,-1.115e+03, 3.703e+01, 0.000e+00
1.670e+00, -1.014960e+03,-1.116e+03, 3.748e+01, 0.000e+00
1.680e+00, -1.014961e+03,-1.117e+03, 3.791e+01, 0.000e+00
1.690e+00, -1.014961e+03,-1.118e+03, 3.830e+01, 0.000e+00
1.700e+00, -1.014961e+03,-1.119e+03, 3.865e+01, 0.000e+00
1.710e+00, -1.014961e+03,-1.120e+03, 3.894e+01, 0.000e+00
1.720e+00, -1.014961e+03,-1.120e+03, 3.917e+01, 0.000e+00
1.730e+00, -1.014961e+03,-1.121e+03, 3.937e+01, 0.000e+00
1.740e+00, -1.014960e+03,-1.121e+03, 3.953e+01, 0.000e+00
1.750e+00, -1.014960e+03,-1.122e+03, 3.967e+01, 0.000e+00
1.760e+00, -1.014960e+03,-1.122e+03, 3.982e+01, 0.000e+00
1.770e+00, -1.014960e+03,-1.123e+03, 3.998e+01, 0.000e+00
1.780e+00, -1.014960e+03,-1.123e+03, 4.017e+01, 0.000e+00
1.790e+00, -1.014960e+03,-1.124e+03, 4.038e+01, 0.000e+00
1.800e+00, -1.014960e+03,-1.124e+03, 4.062e+01, 0.000e+00
1.810e+00, -1.014960e+03,-1.125e+03, 4.088e+01, 0.000e+00
1.820e+00, -1.014960e+03,-1.126e+03, 4.114e+01, 0.000e+00
1.830e+00, -1.014960e+03,-1.126e+03, 4.141e+01, 0.000e+00
1.840e+00, -1.014960e+03,-1.127e+03, 4.167e+01, 0.000e+00
1.850e+00, -1.014961e+03,-1.128e+03, 4.191e+01, 0.000e+00
1.860e+00, -1.014961e+03,-1.128e+03, 4.214e+01, 0.000e+00
1.870e+00, -1.014961e+03,-1.129e+03, 4.235e+01, 0.000e+00
1.880e+00, -1.014961e+03,-1.129e+03, 4.254e+01, 0.000e+00
1.890e+00, -1.014961e+03,-1.130e+03, 4.272e+01, 0.000e+00
1.900e+00, -1.014961e+03,-1.130e+03, 4.289e+01, 0.000e+00
1.910e+00, -1.014961e+03,-1.131e+03, 4.305e+01, 0.000e+00
1.920e+00, -1.014961e+03,-1.131e+03, 4.321e+01, 0.000e+00
1.930e+00, -1.014961e+03,-1.132e+03, 4.336e+01, 0.000e+00
1.940e+00, -1.014961e+03,-1.132e+03, 4.352e+01, 0.000e+00
1.950e+00, -1.014961e+03,-1.133e+03, 4.366e+01, 0.000e+00
1.960e+00, -1.014961e+03,-1.133e+03, 4.380e+01, 0.000e+00
1.970e+00, -1.014961e+03,-1.133e+03, 4.391e+01, 0.000e+00
1.980e+00, -1.014961e+03,-1.133e+03, 4.401e+01, 0.000e+00
1.990e+00, -1.014961e+03,-1.134e+03, 4.407e+01, 0.000e+00
2.000e+00, -1.014961e+03,-1.134e+03, 4.412e+01, 0.000e+00
2.010e+00, -1.014961e+03,-1.134e+03, 4.415e+01, 0.000e+00
2.020e+00, -1.014961e+03,-1.134e+03, 4.418e+01, 0.000e+00
2.030e+00, -1.014961e+03,-1.134e+03, 4.419e+01, 0.000e+00
2.040e+00, -1.014961e+03,-1.134e+03, 4.421e+01, 0.000e+00
2.050e+00, -1.014961e+03,-1.134e+03, 4.424e+01, 0.000e+00
2.060e+00, -1.014961e+03,-1.134e+03, 4.428e+01, 0.000e+00
2.070e+00, -1.014961e+03,-1.134e+03, 4.433e+01, 0.000e+00
2.080e+00, -1.014961e+03,-1.134e+03, 4.439e+01, 0.000e+00
2.090e+00, -1.014961e+03,-1.135e+03, 4.447e+01, 0.000e+00
2.100e+00, -1.014961e+03,-1.135e+03, 4.454e+01, 0.000e+00
2.110e+00, -1.014961e+03,-1.135e+03, 4.461e+01, 0.000e+00
2.120e+00, -1.014961e+03,-1.135e+03, 4.467e+01, 0.000e+00
2.130e+00, -1.014961e+03,-1.135e+03, 4.471e+01, 0.000e+00
2.140e+00, -1.014961e+03,-1.135e+03, 4.471e+01, 0.000e+00
2.150e+00, -1.014961e+03,-1.135e+03, 4.468e+01, 0.000e+00
2.160e+00, -1.014961e+03,-1.135e+03, 4.461e+01, 0.000e+00
2.170e+00, -1.014961e+03,-1.135e+03, 4.451e+01, 0.000e+00
2.180e+00, -1.014961e+03,-1.134e+03, 4.438e+01, 0.000e+00
2.190e+00, -1.014961e+03,-1.134e+03, 4.422e+01, 0.000e+00
2.200e+00, -1.014961e+03,-1.134e+03, 4.406e+01, 0.000e+00
2.210e+00, -1.014961e+03,-1.133e+03, 4.388e+01, 0.000e+00
2.220e+00, -1.014961e+03,-1.133e+03, 4.372e+01, 0.000e+00
2.230e+00, -1.014961e+03,-1.132e+03, 4.356e+01, 0.000e+00
2.240e+00, -1.014961e+03,-1.132e+03, 4.343e+01, 0.000e+00
2.250e+00, -1.014961e+03,-1.132e+03, 4.334e+01, 0.000e+00
2.260e+00, -1.014961e+03,-1.132e+03, 4.329e+01, 0.000e+00
2.270e+00, -1.014960e+03,-1.132e+03, 4.329e+01, 0.000e+00
2.280e+00, -1.014960e+03,-1.132e+03, 4.336e+01, 0.000e+00
2.290e+00, -1.014960e+03,-1.132e+03, 4.349e+01, 0.000e+00
